cosmic_id,cell_line_name,drug_id,drug_name,putative_target,ln_ic50
753565,IST-SL2,1003,Camptothecin,TOP1,-4.325806
753566,J82,1003,Camptothecin,TOP1,-3.044853
753578,LB2241-RCC,1003,Camptothecin,TOP1,-3.440497
753585,LB996-RCC,1003,Camptothecin,TOP1,-4.159031
753588,LU-134-A,1003,Camptothecin,TOP1,-4.677125
753604,NCI-H292,1003,Camptothecin,TOP1,-3.758359
753610,SBC-3,1003,Camptothecin,TOP1,-4.755313
753614,TE-15,1003,Camptothecin,TOP1,-3.789603
753618,KELLY,1003,Camptothecin,TOP1,-4.104361
753620,SIMA,1003,Camptothecin,TOP1,-4.359837
753624,CAPAN-1,1003,Camptothecin,TOP1,-3.147629
905938,HL-60,1003,Camptothecin,TOP1,-4.472633
905943,NCI-H460,1003,Camptothecin,TOP1,-4.579412
905947,786-0,1003,Camptothecin,TOP1,-3.436538
905949,A549,1003,Camptothecin,TOP1,-3.210065
905950,ACHN,1003,Camptothecin,TOP1,-3.734601
905952,CCRF-CEM,1003,Camptothecin,TOP1,-4.654926
905958,MOLT-4,1003,Camptothecin,TOP1,-4.980218
905962,SW620,1003,Camptothecin,TOP1,-3.182662
905963,CAKI-1,1003,Camptothecin,TOP1,-3.24826
905964,RPMI-8226,1003,Camptothecin,TOP1,-3.963567
905965,SR,1003,Camptothecin,TOP1,-5.263178
905976,UACC-62,1003,Camptothecin,TOP1,-3.455492
905983,U251,1003,Camptothecin,TOP1,-3.494947
905984,SF539,1003,Camptothecin,TOP1,-3.522655
905985,SF295,1003,Camptothecin,TOP1,-4.145417
905986,SF268,1003,Camptothecin,TOP1,-3.040841
906695,BONNA-12,1003,Camptothecin,TOP1,-5.138902
906696,BHT-101,1003,Camptothecin,TOP1,-3.490158
906765,ARH-77,1003,Camptothecin,TOP1,-4.572209
906790,AGS,1003,Camptothecin,TOP1,-3.262674
906793,A375,1003,Camptothecin,TOP1,-4.323503
906797,647-V,1003,Camptothecin,TOP1,-4.578058
906798,639-V,1003,Camptothecin,TOP1,-5.143633
906800,697,1003,Camptothecin,TOP1,-5.013617
906804,A2780,1003,Camptothecin,TOP1,-3.397924
906807,CRO-AP2,1003,Camptothecin,TOP1,-4.046559
906820,CHP-212,1003,Camptothecin,TOP1,-3.89964
906821,CFPAC-1,1003,Camptothecin,TOP1,-3.521542
906824,Ca-Ski,1003,Camptothecin,TOP1,-3.175817
906825,Caov-3,1003,Camptothecin,TOP1,-3.812728
906828,CAL-62,1003,Camptothecin,TOP1,-4.144276
906831,Daudi,1003,Camptothecin,TOP1,-3.881415
906832,DB,1003,Camptothecin,TOP1,-4.620835
906833,Daoy,1003,Camptothecin,TOP1,-4.41371
906834,D-283MED,1003,Camptothecin,TOP1,-4.528375
906836,DEL,1003,Camptothecin,TOP1,-5.275985
906841,DJM-1,1003,Camptothecin,TOP1,-3.662816
906842,DOHH-2,1003,Camptothecin,TOP1,-5.626466
906844,DU-4475,1003,Camptothecin,TOP1,-4.328225
906846,EB2,1003,Camptothecin,TOP1,-4.307262
906855,EM-2,1003,Camptothecin,TOP1,-4.284381
906856,EoL-1-cell,1003,Camptothecin,TOP1,-4.087071
906863,FADU,1003,Camptothecin,TOP1,-4.026296
906864,FTC-133,1003,Camptothecin,TOP1,-3.799876
906870,GDM-1,1003,Camptothecin,TOP1,-4.351133
906871,GI-1,1003,Camptothecin,TOP1,-3.816898
906875,GOTO,1003,Camptothecin,TOP1,-4.251315
906877,GR-ST,1003,Camptothecin,TOP1,-4.084364
907000,ESS-1,1003,Camptothecin,TOP1,-4.87451
907042,H4,1003,Camptothecin,TOP1,-4.712836
907043,H9,1003,Camptothecin,TOP1,-4.563237
907044,HC-1,1003,Camptothecin,TOP1,-4.960264
907053,HEL,1003,Camptothecin,TOP1,-3.978342
907057,HLE,1003,Camptothecin,TOP1,-3.366623
907061,HSC-3,1003,Camptothecin,TOP1,-3.953424
907068,HT-3,1003,Camptothecin,TOP1,-3.434127
907072,HuO9,1003,Camptothecin,TOP1,-4.371273
907073,HuTu-80,1003,Camptothecin,TOP1,-4.216073
907170,IMR-5,1003,Camptothecin,TOP1,-4.75997
907176,JEG-3,1003,Camptothecin,TOP1,-3.867733
907268,JiyoyeP-2003,1003,Camptothecin,TOP1,-3.57828
907269,JVM-2,1003,Camptothecin,TOP1,-4.856694
907270,JVM-3,1003,Camptothecin,TOP1,-5.559196
907277,KE-37,1003,Camptothecin,TOP1,-4.885864
907286,HuP-T4,1003,Camptothecin,TOP1,-3.944705
907295,DMS-53,1003,Camptothecin,TOP1,-3.194719
907298,G-402,1003,Camptothecin,TOP1,-3.026632
907299,G-401,1003,Camptothecin,TOP1,-3.58581
907300,KY821,1003,Camptothecin,TOP1,-4.647966
907312,KU-19-19,1003,Camptothecin,TOP1,-3.41716
907322,L-428,1003,Camptothecin,TOP1,-3.451263
907323,L-540,1003,Camptothecin,TOP1,-4.831087
907783,LAMA-84,1003,Camptothecin,TOP1,-4.053065
907786,LC-2-ad,1003,Camptothecin,TOP1,-3.990571
907787,LC4-1,1003,Camptothecin,TOP1,-4.642257
907788,LNCaP-Clone-FGC,1003,Camptothecin,TOP1,-3.58924
907790,LoVo,1003,Camptothecin,TOP1,-3.043928
907795,LS-513,1003,Camptothecin,TOP1,-3.160381
907799,MC116,1003,Camptothecin,TOP1,-4.350844
908118,MC-IXC,1003,Camptothecin,TOP1,-5.647541
908126,MEG-01,1003,Camptothecin,TOP1,-3.404588
908131,MG-63,1003,Camptothecin,TOP1,-3.38936
908132,MHH-CALL-2,1003,Camptothecin,TOP1,-4.896038
908133,MHH-CALL-4,1003,Camptothecin,TOP1,-4.358639
908134,MHH-ES-1,1003,Camptothecin,TOP1,-4.277902
908135,MHH-NB-11,1003,Camptothecin,TOP1,-5.260783
908141,ML-2,1003,Camptothecin,TOP1,-4.326641
908143,MN-60,1003,Camptothecin,TOP1,-3.318057
908145,MOG-G-UVW,1003,Camptothecin,TOP1,-3.883794
908146,MOLT-13,1003,Camptothecin,TOP1,-4.617958
908147,MOLT-16,1003,Camptothecin,TOP1,-5.356238
908148,MONO-MAC-6,1003,Camptothecin,TOP1,-3.878637
908149,Mo-T,1003,Camptothecin,TOP1,-3.427483
908156,MV-4-11,1003,Camptothecin,TOP1,-4.984287
908158,NALM-6,1003,Camptothecin,TOP1,-4.839854
908159,NAMALWA,1003,Camptothecin,TOP1,-4.954537
908440,NB69,1003,Camptothecin,TOP1,-4.840968
908442,NCI-H508,1003,Camptothecin,TOP1,-3.230379
908444,SNU-1,1003,Camptothecin,TOP1,-3.323193
908445,SNU-5,1003,Camptothecin,TOP1,-4.784797
908446,SNU-16,1003,Camptothecin,TOP1,-3.584755
908447,NH-12,1003,Camptothecin,TOP1,-4.46017
908448,NKM-1,1003,Camptothecin,TOP1,-4.864822
908451,NOMO-1,1003,Camptothecin,TOP1,-3.639361
908454,NTERA-2-cl-D1,1003,Camptothecin,TOP1,-3.665191
908455,NUGC-3,1003,Camptothecin,TOP1,-4.149705
908467,NCI-H1155,1003,Camptothecin,TOP1,-4.39682
908468,NCI-H1105,1003,Camptothecin,TOP1,-4.793972
908480,NCI-H2081,1003,Camptothecin,TOP1,-4.028081
908481,NCI-H2196,1003,Camptothecin,TOP1,-3.077442
909194,NCI-H748,1003,Camptothecin,TOP1,-4.332428
909251,P12-ICHIKAWA,1003,Camptothecin,TOP1,-4.97213
909252,P30-OHK,1003,Camptothecin,TOP1,-4.100622
909253,P31-FUJ,1003,Camptothecin,TOP1,-3.404091
909255,PA-1,1003,Camptothecin,TOP1,-3.318359
909257,OC-314,1003,Camptothecin,TOP1,-3.767197
909260,PF-382,1003,Camptothecin,TOP1,-4.512799
909262,Raji,1003,Camptothecin,TOP1,-4.486053
909696,REH,1003,Camptothecin,TOP1,-4.088645
909697,RF-48,1003,Camptothecin,TOP1,-3.797131
909698,RKO,1003,Camptothecin,TOP1,-3.546082
909701,RPMI-6666,1003,Camptothecin,TOP1,-4.807294
909702,RPMI-8402,1003,Camptothecin,TOP1,-5.173786
909703,RS4-11,1003,Camptothecin,TOP1,-4.646672
909708,SAS,1003,Camptothecin,TOP1,-4.690358
909712,SF126,1003,Camptothecin,TOP1,-3.48591
909718,SK-CO-1,1003,Camptothecin,TOP1,-5.232523
909720,SK-LMS-1,1003,Camptothecin,TOP1,-3.766387
909722,SKM-1,1003,Camptothecin,TOP1,-4.361569
909725,SK-MEL-24,1003,Camptothecin,TOP1,-2.959517
909731,SK-PN-DW,1003,Camptothecin,TOP1,-4.621831
909732,SK-UT-1,1003,Camptothecin,TOP1,-3.264142
909742,SU-DHL-1,1003,Camptothecin,TOP1,-4.215631
909743,SUP-T1,1003,Camptothecin,TOP1,-4.657179
909744,SW13,1003,Camptothecin,TOP1,-4.146297
909750,SW1783,1003,Camptothecin,TOP1,-3.57825
909751,SW48,1003,Camptothecin,TOP1,-3.645354
909756,SW872,1003,Camptothecin,TOP1,-3.938333
909759,SW982,1003,Camptothecin,TOP1,-4.069436
909762,TALL-1,1003,Camptothecin,TOP1,-4.37193
909774,TYK-nu,1003,Camptothecin,TOP1,-3.681748
909785,WSU-NHL,1003,Camptothecin,TOP1,-4.700814
910209,SUP-B8,1003,Camptothecin,TOP1,-4.73348
910544,RPMI-8866,1003,Camptothecin,TOP1,-4.387572
910545,QIMR-WIL,1003,Camptothecin,TOP1,-4.684593
910548,OAW-42,1003,Camptothecin,TOP1,-3.245322
910567,CHP-126,1003,Camptothecin,TOP1,-4.269041
910687,ATN-1,1003,Camptothecin,TOP1,-4.231874
910688,CESS,1003,Camptothecin,TOP1,-5.095314
910692,COLO-668,1003,Camptothecin,TOP1,-3.536045
910697,A388,1003,Camptothecin,TOP1,-3.33072
910705,BALL-1,1003,Camptothecin,TOP1,-5.092124
910706,BL-41,1003,Camptothecin,TOP1,-4.315039
910710,BV-173,1003,Camptothecin,TOP1,-4.95979
910849,NY,1003,Camptothecin,TOP1,-3.133278
910861,RL,1003,Camptothecin,TOP1,-3.567831
910900,NCI-H1651,1003,Camptothecin,TOP1,-3.303919
910903,RPMI-7951,1003,Camptothecin,TOP1,-4.044458
910906,ST486,1003,Camptothecin,TOP1,-3.427719
910916,CAL-27,1003,Camptothecin,TOP1,-3.741273
910919,BC-1,1003,Camptothecin,TOP1,-3.564322
910926,BFTC-905,1003,Camptothecin,TOP1,-4.208256
910927,CAL-51,1003,Camptothecin,TOP1,-3.290208
910930,SCC-3,1003,Camptothecin,TOP1,-5.118089
910931,RERF-LC-MS,1003,Camptothecin,TOP1,-3.847341
910933,AM-38,1003,Camptothecin,TOP1,-4.460758
910934,A4-Fuk,1003,Camptothecin,TOP1,-3.998151
910935,A3-KAW,1003,Camptothecin,TOP1,-5.308917
910937,COR-L279,1003,Camptothecin,TOP1,-4.877869
910941,CHP-134,1003,Camptothecin,TOP1,-3.958079
910942,NEC8,1003,Camptothecin,TOP1,-4.068479
910944,ALL-PO,1003,Camptothecin,TOP1,-4.788383
910947,OCI-AML2,1003,Camptothecin,TOP1,-4.907038
910951,CML-T1,1003,Camptothecin,TOP1,-5.881366
910952,CAL-54,1003,Camptothecin,TOP1,-3.705529
924100,22RV1,1003,Camptothecin,TOP1,-2.903667
924102,8505C,1003,Camptothecin,TOP1,-2.844189
924105,BPH-1,1003,Camptothecin,TOP1,-3.768755
924106,CAL-148,1003,Camptothecin,TOP1,-4.452581
924107,CAL-39,1003,Camptothecin,TOP1,-3.437277
924111,HO-1-N-1,1003,Camptothecin,TOP1,-4.293858
924186,KGN,1003,Camptothecin,TOP1,-3.566942
924189,KP-N-RT-BM-1,1003,Camptothecin,TOP1,-3.999017
924247,SW954,1003,Camptothecin,TOP1,-4.05017
924248,TE-441-T,1003,Camptothecin,TOP1,-3.17746
925343,MFH-ino,1003,Camptothecin,TOP1,-2.690856
946357,TC-YIK,1003,Camptothecin,TOP1,-4.341339
946358,YT,1003,Camptothecin,TOP1,-4.599872
946363,KP-N-YS,1003,Camptothecin,TOP1,-3.690019
946366,D-245MG,1003,Camptothecin,TOP1,-3.450906
946377,D-566MG,1003,Camptothecin,TOP1,-3.386085
949088,CTB-1,1003,Camptothecin,TOP1,-4.359843
949094,M059J,1003,Camptothecin,TOP1,-3.36278
949153,HAL-01,1003,Camptothecin,TOP1,-4.784567
949155,ES8,1003,Camptothecin,TOP1,-5.082761
949156,ES4,1003,Camptothecin,TOP1,-4.025219
949158,ES1,1003,Camptothecin,TOP1,-4.381349
949160,EW-7,1003,Camptothecin,TOP1,-4.230431
949161,EW-3,1003,Camptothecin,TOP1,-4.886205
949162,EW-12,1003,Camptothecin,TOP1,-4.95958
949163,EW-1,1003,Camptothecin,TOP1,-4.569609
949165,EW-16,1003,Camptothecin,TOP1,-4.112339
949166,EW-13,1003,Camptothecin,TOP1,-4.288211
949167,EW-22,1003,Camptothecin,TOP1,-5.153572
949168,EW-24,1003,Camptothecin,TOP1,-3.35013
949171,NB10,1003,Camptothecin,TOP1,-4.445893
949175,NB17,1003,Camptothecin,TOP1,-4.030804
949176,NB5,1003,Camptothecin,TOP1,-3.795452
949177,NB13,1003,Camptothecin,TOP1,-3.507576
949178,NB14,1003,Camptothecin,TOP1,-4.352954
949179,NB1,1003,Camptothecin,TOP1,-3.089499
971773,RH-1,1003,Camptothecin,TOP1,-4.502659
971777,MZ2-MEL,1003,Camptothecin,TOP1,-3.701168
998184,Jurkat,1003,Camptothecin,TOP1,-4.346346
998189,LS-180,1003,Camptothecin,TOP1,-3.015675
1240121,BICR22,1003,Camptothecin,TOP1,-3.591777
1240128,ES-2,1003,Camptothecin,TOP1,-3.767453
1240137,NCI-H2810,1003,Camptothecin,TOP1,-3.229108
1240149,Hs-633T,1003,Camptothecin,TOP1,-3.90281
1240150,Hs-683,1003,Camptothecin,TOP1,-4.144878
1240154,IHH-4,1003,Camptothecin,TOP1,-4.647146
1240158,JHH-4,1003,Camptothecin,TOP1,-3.168142
1240161,JHU-011,1003,Camptothecin,TOP1,-3.617749
1240166,KYM-1,1003,Camptothecin,TOP1,-4.648701
1240167,KYSE-220,1003,Camptothecin,TOP1,-3.331148
1240173,MDST8,1003,Camptothecin,TOP1,-3.738061
1240178,ML-1,1003,Camptothecin,TOP1,-2.717074
1240187,NCI-H2023,1003,Camptothecin,TOP1,-2.987879
1240189,NCI-H211,1003,Camptothecin,TOP1,-3.787589
1240190,NCI-H3122,1003,Camptothecin,TOP1,-2.982006
1240204,PCI-15A,1003,Camptothecin,TOP1,-3.475353
1240219,SUIT-2,1003,Camptothecin,TOP1,-2.766648
1240221,TC-71,1003,Camptothecin,TOP1,-4.620062
1247871,SUP-B15,1003,Camptothecin,TOP1,-5.022001
1290455,OCI-AML3,1003,Camptothecin,TOP1,-3.549858
1290730,CAL-29,1003,Camptothecin,TOP1,-3.787352
1290813,NCI-H2795,1003,Camptothecin,TOP1,-3.493492
1290908,HCC-78,1003,Camptothecin,TOP1,-4.167635
1295740,ALL-SIL,1003,Camptothecin,TOP1,-4.515815
1295741,AMO-1,1003,Camptothecin,TOP1,-3.476291
1297446,DND-41,1003,Camptothecin,TOP1,-4.247576
1297449,Farage,1003,Camptothecin,TOP1,-4.62107
1298145,Hs-940-T,1003,Camptothecin,TOP1,-3.012522
1298156,JHU-029,1003,Camptothecin,TOP1,-3.378078
1298226,LOU-NH91,1003,Camptothecin,TOP1,-3.292039
1298350,NCI-H1781,1003,Camptothecin,TOP1,-3.760931
1298531,PCI-4B,1003,Camptothecin,TOP1,-3.420978
1299070,TOV-112D,1003,Camptothecin,TOP1,-3.859736
1299081,WM793B,1003,Camptothecin,TOP1,-3.159174
1303897,GRANTA-519,1003,Camptothecin,TOP1,-4.604882
1322212,COR-L32,1003,Camptothecin,TOP1,-4.185081
1322218,Hs-445,1003,Camptothecin,TOP1,-4.672673
1322224,HSC-39,1003,Camptothecin,TOP1,-4.512512
1323913,NB4,1003,Camptothecin,TOP1,-5.128109
1327765,JEKO-1,1003,Camptothecin,TOP1,-4.224518
1327768,JM1,1003,Camptothecin,TOP1,-5.023045
1327769,JSC-1,1003,Camptothecin,TOP1,-4.721618
1327771,JURL-MK1,1003,Camptothecin,TOP1,-4.475528
1327773,KARPAS-1106P,1003,Camptothecin,TOP1,-4.390656
1327774,KARPAS-231,1003,Camptothecin,TOP1,-5.204496
1330933,KOPN-8,1003,Camptothecin,TOP1,-4.931236
1330947,MOLM-13,1003,Camptothecin,TOP1,-4.890003
1330948,MOLM-16,1003,Camptothecin,TOP1,-3.695107
1330960,MY-M12,1003,Camptothecin,TOP1,-4.182263
1330972,NCI-H1876,1003,Camptothecin,TOP1,-5.815014
1330981,NK-92MI,1003,Camptothecin,TOP1,-4.545965
1330982,NU-DUL-1,1003,Camptothecin,TOP1,-4.794101
1330983,OCI-AML5,1003,Camptothecin,TOP1,-4.25333
1330984,OCI-LY-19,1003,Camptothecin,TOP1,-5.605423
1330985,OCI-M1,1003,Camptothecin,TOP1,-4.435586
1330987,P32-ISH,1003,Camptothecin,TOP1,-5.135055
1330991,PL-21,1003,Camptothecin,TOP1,-3.38721
1330993,PWR-1E,1003,Camptothecin,TOP1,-3.837146
1330994,RCH-ACV,1003,Camptothecin,TOP1,-4.794113
1330995,RC-K8,1003,Camptothecin,TOP1,-3.475964
1331025,ROS-50,1003,Camptothecin,TOP1,-3.118728
1331032,SLVL,1003,Camptothecin,TOP1,-4.881173
1331034,SU-DHL-16,1003,Camptothecin,TOP1,-5.154963
1331035,SU-DHL-4,1003,Camptothecin,TOP1,-4.221604
1331036,SU-DHL-5,1003,Camptothecin,TOP1,-5.153279
1331037,SU-DHL-6,1003,Camptothecin,TOP1,-3.769868
1331038,SU-DHL-8,1003,Camptothecin,TOP1,-4.594499
1331039,SUP-HD1,1003,Camptothecin,TOP1,-4.717596
1331040,SUP-M2,1003,Camptothecin,TOP1,-5.387443
1331048,VAL,1003,Camptothecin,TOP1,-4.635845
1331049,WIL2-NS,1003,Camptothecin,TOP1,-4.832375
1331050,WSU-DLCL2,1003,Camptothecin,TOP1,-4.066545
1479987,DOV13,1003,Camptothecin,TOP1,-3.473477
1479988,Hey,1003,Camptothecin,TOP1,-2.789055
1480360,OV-7,1003,Camptothecin,TOP1,-3.521462
1480374,UWB1.289,1003,Camptothecin,TOP1,-3.481571
1524415,RCC-JF,1003,Camptothecin,TOP1,-3.845291
1524417,RCC-ER,1003,Camptothecin,TOP1,-3.572036
1524418,RCC-AB,1003,Camptothecin,TOP1,-3.075722
1659818,MM1S,1003,Camptothecin,TOP1,-3.797156
1659819,OCI-LY7,1003,Camptothecin,TOP1,-4.664312
683667,PFSK-1,1004,Vinblastine,Microtubule destabiliser,-4.993002
684052,A673,1004,Vinblastine,Microtubule destabiliser,-6.012266
684059,ES7,1004,Vinblastine,Microtubule destabiliser,-5.742937
684062,EW-11,1004,Vinblastine,Microtubule destabiliser,-4.789647
684072,SK-ES-1,1004,Vinblastine,Microtubule destabiliser,-5.167295
687455,RT4,1004,Vinblastine,Microtubule destabiliser,-4.023106
687505,C-33-A,1004,Vinblastine,Microtubule destabiliser,-4.986046
687506,C-4-I,1004,Vinblastine,Microtubule destabiliser,-4.106048
687561,42-MG-BA,1004,Vinblastine,Microtubule destabiliser,-4.781426
687562,8-MG-BA,1004,Vinblastine,Microtubule destabiliser,-5.070939
687563,A172,1004,Vinblastine,Microtubule destabiliser,-5.096831
687787,LK-2,1004,Vinblastine,Microtubule destabiliser,-4.351062
687799,NCI-H1648,1004,Vinblastine,Microtubule destabiliser,-4.935335
687815,NCI-H2170,1004,Vinblastine,Microtubule destabiliser,-4.571822
687980,COR-L311,1004,Vinblastine,Microtubule destabiliser,-3.844284
687983,DMS-114,1004,Vinblastine,Microtubule destabiliser,-4.25325
687985,DMS-273,1004,Vinblastine,Microtubule destabiliser,-4.728188
687995,NCI-H1048,1004,Vinblastine,Microtubule destabiliser,-4.703754
688010,NCI-H1963,1004,Vinblastine,Microtubule destabiliser,-4.358418
688013,NCI-H209,1004,Vinblastine,Microtubule destabiliser,-5.60002
688014,NCI-H2141,1004,Vinblastine,Microtubule destabiliser,-3.660198
688023,NCI-H446,1004,Vinblastine,Microtubule destabiliser,-7.478125
688025,NCI-H526,1004,Vinblastine,Microtubule destabiliser,-4.760824
688027,NCI-H69,1004,Vinblastine,Microtubule destabiliser,-6.546215
688031,NCI-H82,1004,Vinblastine,Microtubule destabiliser,-5.353554
688058,NCI-H2052,1004,Vinblastine,Microtubule destabiliser,-4.009445
688086,SK-N-DZ,1004,Vinblastine,Microtubule destabiliser,-5.175439
688087,SK-N-FI,1004,Vinblastine,Microtubule destabiliser,-3.668628
688121,VA-ES-BJ,1004,Vinblastine,Microtubule destabiliser,-4.047911
713880,SBC-5,1004,Vinblastine,Microtubule destabiliser,-5.105577
722046,NCI-H2122,1004,Vinblastine,Microtubule destabiliser,-7.124801
724825,NCI-H929,1004,Vinblastine,Microtubule destabiliser,-4.614341
724828,SK-N-AS,1004,Vinblastine,Microtubule destabiliser,-4.595479
724831,NCI-H1299,1004,Vinblastine,Microtubule destabiliser,-3.395133
724838,UM-UC-3,1004,Vinblastine,Microtubule destabiliser,-4.095587
724859,Calu-6,1004,Vinblastine,Microtubule destabiliser,-3.536138
724863,LU-65,1004,Vinblastine,Microtubule destabiliser,-4.805676
724866,NCI-H1355,1004,Vinblastine,Microtubule destabiliser,-3.580752
724868,NCI-H1792,1004,Vinblastine,Microtubule destabiliser,-5.883386
724870,MIA-PaCa-2,1004,Vinblastine,Microtubule destabiliser,-4.5581
724872,SHP-77,1004,Vinblastine,Microtubule destabiliser,-5.393392
724873,NCI-H2009,1004,Vinblastine,Microtubule destabiliser,-3.588898
749712,HCC1395,1004,Vinblastine,Microtubule destabiliser,-5.103655
749715,HCC2157,1004,Vinblastine,Microtubule destabiliser,-4.121887
753532,BB49-HNC,1004,Vinblastine,Microtubule destabiliser,-4.742222
753538,Ca9-22,1004,Vinblastine,Microtubule destabiliser,-4.566632
753539,CADO-ES1,1004,Vinblastine,Microtubule destabiliser,-3.790916
753541,CAL-33,1004,Vinblastine,Microtubule destabiliser,-5.52614
753547,CPC-N,1004,Vinblastine,Microtubule destabiliser,-4.59903
753548,CTV-1,1004,Vinblastine,Microtubule destabiliser,-6.004645
753555,EC-GI-10,1004,Vinblastine,Microtubule destabiliser,-5.658987
753561,HO-1-u-1,1004,Vinblastine,Microtubule destabiliser,-3.376531
753562,HSC-2,1004,Vinblastine,Microtubule destabiliser,-5.243836
753563,IM-9,1004,Vinblastine,Microtubule destabiliser,-7.233662
753565,IST-SL2,1004,Vinblastine,Microtubule destabiliser,-4.711818
753569,KNS-62,1004,Vinblastine,Microtubule destabiliser,-3.280617
753572,KP-4,1004,Vinblastine,Microtubule destabiliser,-5.208374
753585,LB996-RCC,1004,Vinblastine,Microtubule destabiliser,-3.710849
753586,LCLC-103H,1004,Vinblastine,Microtubule destabiliser,-3.897813
753592,LXF-289,1004,Vinblastine,Microtubule destabiliser,-3.313495
753594,MS-1,1004,Vinblastine,Microtubule destabiliser,-3.901627
753608,PC-14,1004,Vinblastine,Microtubule destabiliser,-4.817076
753610,SBC-3,1004,Vinblastine,Microtubule destabiliser,-5.197593
753615,U-266,1004,Vinblastine,Microtubule destabiliser,-3.506973
753616,BE2-M17,1004,Vinblastine,Microtubule destabiliser,-4.138448
753618,KELLY,1004,Vinblastine,Microtubule destabiliser,-5.297772
753620,SIMA,1004,Vinblastine,Microtubule destabiliser,-3.384949
753621,TE-1,1004,Vinblastine,Microtubule destabiliser,-4.288151
753623,TE-8,1004,Vinblastine,Microtubule destabiliser,-4.364704
753624,CAPAN-1,1004,Vinblastine,Microtubule destabiliser,-4.242135
905933,OVCAR-3,1004,Vinblastine,Microtubule destabiliser,-5.061761
905935,DU-145,1004,Vinblastine,Microtubule destabiliser,-3.990806
905936,HCT-116,1004,Vinblastine,Microtubule destabiliser,-5.047672
905937,HCT-15,1004,Vinblastine,Microtubule destabiliser,-4.138154
905938,HL-60,1004,Vinblastine,Microtubule destabiliser,-6.30796
905939,HT-29,1004,Vinblastine,Microtubule destabiliser,-4.194482
905940,K-562,1004,Vinblastine,Microtubule destabiliser,-5.264247
905941,NCI-H226,1004,Vinblastine,Microtubule destabiliser,-2.265004
905942,NCI-H23,1004,Vinblastine,Microtubule destabiliser,-4.846995
905944,NCI-H522,1004,Vinblastine,Microtubule destabiliser,-4.374151
905947,786-0,1004,Vinblastine,Microtubule destabiliser,-4.167964
905949,A549,1004,Vinblastine,Microtubule destabiliser,-4.447393
905950,ACHN,1004,Vinblastine,Microtubule destabiliser,-3.019304
905952,CCRF-CEM,1004,Vinblastine,Microtubule destabiliser,-6.071944
905955,SK-MEL-2,1004,Vinblastine,Microtubule destabiliser,-4.29575
905957,Hs-578-T,1004,Vinblastine,Microtubule destabiliser,-4.817541
905958,MOLT-4,1004,Vinblastine,Microtubule destabiliser,-5.848835
905960,MDA-MB-231,1004,Vinblastine,Microtubule destabiliser,-3.721995
905961,COLO-205,1004,Vinblastine,Microtubule destabiliser,-5.386968
905962,SW620,1004,Vinblastine,Microtubule destabiliser,-3.916093
905964,RPMI-8226,1004,Vinblastine,Microtubule destabiliser,-5.486008
